Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Path	File Offset (s)	Begin File	Site	hour	fileDate	date(raven)	Tag 1	Tag 2	notes	Analyst
1502	Spectrogram 1	1	6001122.087	6001125.711	19.1	46.6	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn04b_201804_apr\nn04b_20180611_000000.wav	43615.725	nn04b_20180611_000000.wav	nn04b	12	11-Jun-18	11-Jun-18				elt
1503	Spectrogram 1	1	6004294.542	6004296.495	29.009	37.207	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn04b_201804_apr\nn04b_20180611_000000.wav	46788.1799	nn04b_20180611_000000.wav	nn04b	12	11-Jun-18	11-Jun-18				edr
1504	Spectrogram 1	1	6004311.505	6004315.787	18	44.5	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn04b_201804_apr\nn04b_20180611_000000.wav	46805.143	nn04b_20180611_000000.wav	nn04b	13	11-Jun-18	11-Jun-18				elt
1565	Spectrogram 1	1	954056.0788	954059.9918	19.5	42.3	L:\ELP\Projects\Nouabale\nn_sounds\nn_201809_sep\nn04d_201809_sep\nn04d_20181030_000000.wav	4305.8384	nn04d_20181030_000000.wav	nn04d	1	30-Oct-18	30-Oct-18				jll
1566	Spectrogram 1	1	973425.0534	973429.8552	17.7	34.6	L:\ELP\Projects\Nouabale\nn_sounds\nn_201809_sep\nn04d_201809_sep\nn04d_20181030_000000.wav	23674.813	nn04d_20181030_000000.wav	nn04d	6	30-Oct-18	30-Oct-18			odd but no vehicles near	jll
1567	Spectrogram 1	1	1003263.458	1003266.02	24.989	48.055	L:\ELP\Projects\Nouabale\nn_sounds\nn_201809_sep\nn04d_201809_sep\nn04d_20181030_000000.wav	53513.218	nn04d_20181030_000000.wav	nn04d	14	30-Oct-18	30-Oct-18			faint	ssl
1656	Spectrogram 1	1	25664.4596	25670.27325	19.227	46.266	L:\ELP\Projects\Nouabale\nn_sounds\nn_201801_jan\nn05a_201801_jan\nn05a_20180316_000000.wav	25664.4596	nn05a_20180316_000000.wav	nn05a	7	16-Mar-18	16-Mar-18				edr
1657	Spectrogram 1	1	36958.9938	36963.09317	13.803	33.521	L:\ELP\Projects\Nouabale\nn_sounds\nn_201801_jan\nn05a_201801_jan\nn05a_20180316_000000.wav	36958.9938	nn05a_20180316_000000.wav	nn05a	10	16-Mar-18	16-Mar-18				enb
1687	Spectrogram 1	1	353289.2648	353292.0377	21.4	42.2	L:\ELP\Projects\Nouabale\nn_sounds\nn_201809_sep\nn05a_201809_sep\nn05a_20181029_000000.wav	7928.8922	nn05a_20181029_000000.wav	nn05a	2	29-Oct-18	29-Oct-18				ssl
1688	Spectrogram 1	1	359898.2769	359902.2928	21.4	34.2	L:\ELP\Projects\Nouabale\nn_sounds\nn_201809_sep\nn05a_201809_sep\nn05a_20181029_000000.wav	14537.9044	nn05a_20181029_000000.wav	nn05a	4	29-Oct-18	29-Oct-18				ssl
1689	Spectrogram 1	1	361666.0537	361671.1214	16.1	37.5	L:\ELP\Projects\Nouabale\nn_sounds\nn_201809_sep\nn05a_201809_sep\nn05a_20181029_000000.wav	16305.6812	nn05a_20181029_000000.wav	nn05a	4	29-Oct-18	29-Oct-18				ssl
1690	Spectrogram 1	1	362128.5278	362131.3228	16.989	30.831	L:\ELP\Projects\Nouabale\nn_sounds\nn_201809_sep\nn05a_201809_sep\nn05a_20181029_000000.wav	16768.1552	nn05a_20181029_000000.wav	nn05a	4	29-Oct-18	29-Oct-18			marginal did not take 1st time around	edr
1691	Spectrogram 1	1	364148.9716	364155.0486	14.601	35.215	L:\ELP\Projects\Nouabale\nn_sounds\nn_201809_sep\nn05a_201809_sep\nn05a_20181029_000000.wav	18788.5991	nn05a_20181029_000000.wav	nn05a	5	29-Oct-18	29-Oct-18			marginal - did not take at first	edr
1692	Spectrogram 1	1	364402.7919	364406.9003	18.037	31.779	L:\ELP\Projects\Nouabale\nn_sounds\nn_201809_sep\nn05a_201809_sep\nn05a_20181029_000000.wav	19042.4194	nn05a_20181029_000000.wav	nn05a	5	29-Oct-18	29-Oct-18			marginal - did not take 1st initially	edr
1693	Spectrogram 1	1	364762.7231	364768.6926	18.247	33.5	L:\ELP\Projects\Nouabale\nn_sounds\nn_201809_sep\nn05a_201809_sep\nn05a_20181029_000000.wav	19402.3506	nn05a_20181029_000000.wav	nn05a	5	29-Oct-18	29-Oct-18				ssl
1694	Spectrogram 1	1	365129.6314	365133.8864	18.8	38.9	L:\ELP\Projects\Nouabale\nn_sounds\nn_201809_sep\nn05a_201809_sep\nn05a_20181029_000000.wav	19769.2589	nn05a_20181029_000000.wav	nn05a	5	29-Oct-18	29-Oct-18				ssl
1695	Spectrogram 1	1	365399.6792	365405.6553	18.1	36.2	L:\ELP\Projects\Nouabale\nn_sounds\nn_201809_sep\nn05a_201809_sep\nn05a_20181029_000000.wav	20039.3067	nn05a_20181029_000000.wav	nn05a	5	29-Oct-18	29-Oct-18				ssl
1696	Spectrogram 1	1	373351.3286	373355.966	26.8	38.2	L:\ELP\Projects\Nouabale\nn_sounds\nn_201809_sep\nn05a_201809_sep\nn05a_20181029_000000.wav	27990.9561	nn05a_20181029_000000.wav	nn05a	7	29-Oct-18	29-Oct-18				ssl
1903	Spectrogram 1	1	431705.4276	431715.2276	0	100	L:\ELP\Projects\Nouabale\nn_sounds\nn_201801_jan\nn05c_201801_jan\nn05c_20180410_000000.wav	0.354	nn05c_20180410_000000.wav	nn05c	0	10-Apr-18	10-Apr-18	DUMMY_NoEles			jll
1905	Spectrogram 1	1	7081936.224	7081938.721	34.5	50.1	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn05c_201804_apr\nn05c_20180619_000000.wav	2000.46	nn05c_20180619_000000.wav	nn05c	0	19-Jun-18	19-Jun-18				sag
1906	Spectrogram 1	1	7081994.398	7081998.013	34.5	52.3	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn05c_201804_apr\nn05c_20180619_000000.wav	2058.634	nn05c_20180619_000000.wav	nn05c	0	19-Jun-18	19-Jun-18				sag
1907	Spectrogram 1	1	7082036.547	7082039.417	35.6	50.1	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn05c_201804_apr\nn05c_20180619_000000.wav	2100.783	nn05c_20180619_000000.wav	nn05c	0	19-Jun-18	19-Jun-18				sag
2131	Spectrogram 1	1	7515485.156	7515489.552	24.3	38	L:\ELP\Projects\Nouabale\nn_sounds\nn_201710_oct\nn06a_201710_oct\nn06a_20171228_000000.wav	3844.318	nn06a_20171228_000000.wav	nn06a	1	28-Dec-17	28-Dec-17				
2132	Spectrogram 1	1	7515502.621	7515505.022	27.2	38.4	L:\ELP\Projects\Nouabale\nn_sounds\nn_201710_oct\nn06a_201710_oct\nn06a_20171228_000000.wav	3861.783	nn06a_20171228_000000.wav	nn06a	1	28-Dec-17	28-Dec-17				
2133	Spectrogram 1	1	7515530.357	7515535.513	27.4	42.288	L:\ELP\Projects\Nouabale\nn_sounds\nn_201710_oct\nn06a_201710_oct\nn06a_20171228_000000.wav	3889.5194	nn06a_20171228_000000.wav	nn06a	1	28-Dec-17	28-Dec-17				
2134	Spectrogram 1	1	7515562.173	7515564.611	23.7	43.6	L:\ELP\Projects\Nouabale\nn_sounds\nn_201710_oct\nn06a_201710_oct\nn06a_20171228_000000.wav	3921.335	nn06a_20171228_000000.wav	nn06a	1	28-Dec-17	28-Dec-17				
2135	Spectrogram 1	1	7515586.52	7515589.586	26.8	40.5	L:\ELP\Projects\Nouabale\nn_sounds\nn_201710_oct\nn06a_201710_oct\nn06a_20171228_000000.wav	3945.682	nn06a_20171228_000000.wav	nn06a	1	28-Dec-17	28-Dec-17				
2136	Spectrogram 1	1	7515601.21	7515605.459	25.5	41.7	L:\ELP\Projects\Nouabale\nn_sounds\nn_201710_oct\nn06a_201710_oct\nn06a_20171228_000000.wav	3960.372	nn06a_20171228_000000.wav	nn06a	1	28-Dec-17	28-Dec-17				
2137	Spectrogram 1	1	7515617.799	7515620.681	25.5	38	L:\ELP\Projects\Nouabale\nn_sounds\nn_201710_oct\nn06a_201710_oct\nn06a_20171228_000000.wav	3976.961	nn06a_20171228_000000.wav	nn06a	1	28-Dec-17	28-Dec-17				
2138	Spectrogram 1	1	7515681.663	7515689.717	26.1	48.5	L:\ELP\Projects\Nouabale\nn_sounds\nn_201710_oct\nn06a_201710_oct\nn06a_20171228_000000.wav	4040.825	nn06a_20171228_000000.wav	nn06a	1	28-Dec-17	28-Dec-17				
2139	Spectrogram 1	1	7515708.175	7515712.128	27.4	36.7	L:\ELP\Projects\Nouabale\nn_sounds\nn_201710_oct\nn06a_201710_oct\nn06a_20171228_000000.wav	4067.337	nn06a_20171228_000000.wav	nn06a	1	28-Dec-17	28-Dec-17				
2140	Spectrogram 1	1	7515731.303	7515734.961	27.4	39.2	L:\ELP\Projects\Nouabale\nn_sounds\nn_201710_oct\nn06a_201710_oct\nn06a_20171228_000000.wav	4090.465	nn06a_20171228_000000.wav	nn06a	1	28-Dec-17	28-Dec-17				
2141	Spectrogram 1	1	7515744.53	7515748.298	28	36.1	L:\ELP\Projects\Nouabale\nn_sounds\nn_201710_oct\nn06a_201710_oct\nn06a_20171228_000000.wav	4103.692	nn06a_20171228_000000.wav	nn06a	1	28-Dec-17	28-Dec-17				
2142	Spectrogram 1	1	7515774.922	7515777.582	24.3	42.9	L:\ELP\Projects\Nouabale\nn_sounds\nn_201710_oct\nn06a_201710_oct\nn06a_20171228_000000.wav	4134.084	nn06a_20171228_000000.wav	nn06a	1	28-Dec-17	28-Dec-17				
2143	Spectrogram 1	1	7515791.843	7515794.17	24.9	40.5	L:\ELP\Projects\Nouabale\nn_sounds\nn_201710_oct\nn06a_201710_oct\nn06a_20171228_000000.wav	4151.005	nn06a_20171228_000000.wav	nn06a	1	28-Dec-17	28-Dec-17				
2144	Spectrogram 1	1	7515795.722	7515797.939	33.6	41.7	L:\ELP\Projects\Nouabale\nn_sounds\nn_201710_oct\nn06a_201710_oct\nn06a_20171228_000000.wav	4154.884	nn06a_20171228_000000.wav	nn06a	1	28-Dec-17	28-Dec-17				
2145	Spectrogram 1	1	7515807.087	7515809.599	26.1	37.3	L:\ELP\Projects\Nouabale\nn_sounds\nn_201710_oct\nn06a_201710_oct\nn06a_20171228_000000.wav	4166.249	nn06a_20171228_000000.wav	nn06a	1	28-Dec-17	28-Dec-17				
2146	Spectrogram 1	1	7515821.311	7515825.929	26.1	37.3	L:\ELP\Projects\Nouabale\nn_sounds\nn_201710_oct\nn06a_201710_oct\nn06a_20171228_000000.wav	4180.473	nn06a_20171228_000000.wav	nn06a	1	28-Dec-17	28-Dec-17				
2147	Spectrogram 1	1	7515828.737	7515832.025	27.4	38.6	L:\ELP\Projects\Nouabale\nn_sounds\nn_201710_oct\nn06a_201710_oct\nn06a_20171228_000000.wav	4187.899	nn06a_20171228_000000.wav	nn06a	1	28-Dec-17	28-Dec-17				
2148	Spectrogram 1	1	7515834.685	7515836.237	23	36.1	L:\ELP\Projects\Nouabale\nn_sounds\nn_201710_oct\nn06a_201710_oct\nn06a_20171228_000000.wav	4193.847	nn06a_20171228_000000.wav	nn06a	1	28-Dec-17	28-Dec-17				
2149	Spectrogram 1	1	7515844.956	7515847.136	26.1	36.7	L:\ELP\Projects\Nouabale\nn_sounds\nn_201710_oct\nn06a_201710_oct\nn06a_20171228_000000.wav	4204.118	nn06a_20171228_000000.wav	nn06a	1	28-Dec-17	28-Dec-17				
2150	Spectrogram 1	1	7515935.961	7515942.094	29.9	56.6	L:\ELP\Projects\Nouabale\nn_sounds\nn_201710_oct\nn06a_201710_oct\nn06a_20171228_000000.wav	4295.123	nn06a_20171228_000000.wav	nn06a	1	28-Dec-17	28-Dec-17				
2151	Spectrogram 1	1	7516063.21	7516066.498	24.3	47.3	L:\ELP\Projects\Nouabale\nn_sounds\nn_201710_oct\nn06a_201710_oct\nn06a_20171228_000000.wav	4422.372	nn06a_20171228_000000.wav	nn06a	1	28-Dec-17	28-Dec-17				
2152	Spectrogram 1	1	7516068.382	7516073.296	25.5	45.4	L:\ELP\Projects\Nouabale\nn_sounds\nn_201710_oct\nn06a_201710_oct\nn06a_20171228_000000.wav	4427.544	nn06a_20171228_000000.wav	nn06a	1	28-Dec-17	28-Dec-17				
2153	Spectrogram 1	1	7516124.193	7516126.299	25.5	38	L:\ELP\Projects\Nouabale\nn_sounds\nn_201710_oct\nn06a_201710_oct\nn06a_20171228_000000.wav	4483.355	nn06a_20171228_000000.wav	nn06a	1	28-Dec-17	28-Dec-17				
2154	Spectrogram 1	1	7516154.289	7516158.722	24.9	40.5	L:\ELP\Projects\Nouabale\nn_sounds\nn_201710_oct\nn06a_201710_oct\nn06a_20171228_000000.wav	4513.451	nn06a_20171228_000000.wav	nn06a	1	28-Dec-17	28-Dec-17				
2155	Spectrogram 1	1	7516162.712	7516166.48	26.8	42.3	L:\ELP\Projects\Nouabale\nn_sounds\nn_201710_oct\nn06a_201710_oct\nn06a_20171228_000000.wav	4521.874	nn06a_20171228_000000.wav	nn06a	1	28-Dec-17	28-Dec-17				
2156	Spectrogram 1	1	7516169.732	7516171.579	24.3	36.7	L:\ELP\Projects\Nouabale\nn_sounds\nn_201710_oct\nn06a_201710_oct\nn06a_20171228_000000.wav	4528.894	nn06a_20171228_000000.wav	nn06a	1	28-Dec-17	28-Dec-17				
2157	Spectrogram 1	1	7516182.109	7516185.545	28.6	44.8	L:\ELP\Projects\Nouabale\nn_sounds\nn_201710_oct\nn06a_201710_oct\nn06a_20171228_000000.wav	4541.271	nn06a_20171228_000000.wav	nn06a	1	28-Dec-17	28-Dec-17				
2158	Spectrogram 1	1	7516187.784	7516191.515	26.8	43.6	L:\ELP\Projects\Nouabale\nn_sounds\nn_201710_oct\nn06a_201710_oct\nn06a_20171228_000000.wav	4546.946	nn06a_20171228_000000.wav	nn06a	1	28-Dec-17	28-Dec-17				
2159	Spectrogram 1	1	7516195.395	7516199.754	24.9	42.9	L:\ELP\Projects\Nouabale\nn_sounds\nn_201710_oct\nn06a_201710_oct\nn06a_20171228_000000.wav	4554.557	nn06a_20171228_000000.wav	nn06a	1	28-Dec-17	28-Dec-17				
2160	Spectrogram 1	1	7516203.486	7516207.033	26.8	39.2	L:\ELP\Projects\Nouabale\nn_sounds\nn_201710_oct\nn06a_201710_oct\nn06a_20171228_000000.wav	4562.648	nn06a_20171228_000000.wav	nn06a	1	28-Dec-17	28-Dec-17				
2161	Spectrogram 1	1	7516238.2	7516243.963	25.5	40.5	L:\ELP\Projects\Nouabale\nn_sounds\nn_201710_oct\nn06a_201710_oct\nn06a_20171228_000000.wav	4597.362	nn06a_20171228_000000.wav	nn06a	1	28-Dec-17	28-Dec-17				
2162	Spectrogram 1	1	7516320.648	7516323.567	22.4	36.7	L:\ELP\Projects\Nouabale\nn_sounds\nn_201710_oct\nn06a_201710_oct\nn06a_20171228_000000.wav	4679.81	nn06a_20171228_000000.wav	nn06a	1	28-Dec-17	28-Dec-17				
2163	Spectrogram 1	1	7516399.771	7516406	23	37.3	L:\ELP\Projects\Nouabale\nn_sounds\nn_201710_oct\nn06a_201710_oct\nn06a_20171228_000000.wav	4758.933	nn06a_20171228_000000.wav	nn06a	1	28-Dec-17	28-Dec-17				
2164	Spectrogram 1	1	7516574.392	7516576.978	22.4	37.3	L:\ELP\Projects\Nouabale\nn_sounds\nn_201710_oct\nn06a_201710_oct\nn06a_20171228_000000.wav	4933.554	nn06a_20171228_000000.wav	nn06a	1	28-Dec-17	28-Dec-17				
2165	Spectrogram 1	1	7516672.01	7516677.219	22.4	39.8	L:\ELP\Projects\Nouabale\nn_sounds\nn_201710_oct\nn06a_201710_oct\nn06a_20171228_000000.wav	5031.172	nn06a_20171228_000000.wav	nn06a	1	28-Dec-17	28-Dec-17				
2166	Spectrogram 1	1	7516736.06	7516738.868	21.2	212.9	L:\ELP\Projects\Nouabale\nn_sounds\nn_201710_oct\nn06a_201710_oct\nn06a_20171228_000000.wav	5095.222	nn06a_20171228_000000.wav	nn06a	1	28-Dec-17	28-Dec-17				
2167	Spectrogram 1	1	7519038.493	7519044.072	24.3	56	L:\ELP\Projects\Nouabale\nn_sounds\nn_201710_oct\nn06a_201710_oct\nn06a_20171228_000000.wav	7397.655	nn06a_20171228_000000.wav	nn06a	2	28-Dec-17	28-Dec-17				
2168	Spectrogram 1	1	7519044.515	7519047.655	23	48.5	L:\ELP\Projects\Nouabale\nn_sounds\nn_201710_oct\nn06a_201710_oct\nn06a_20171228_000000.wav	7403.677	nn06a_20171228_000000.wav	nn06a	2	28-Dec-17	28-Dec-17				
2169	Spectrogram 1	1	7525626.567	7525631.665	21.8	41.1	L:\ELP\Projects\Nouabale\nn_sounds\nn_201710_oct\nn06a_201710_oct\nn06a_20171228_000000.wav	13985.729	nn06a_20171228_000000.wav	nn06a	3	28-Dec-17	28-Dec-17				
2170	Spectrogram 1	1	7525743.235	7525745.821	27.4	36.1	L:\ELP\Projects\Nouabale\nn_sounds\nn_201710_oct\nn06a_201710_oct\nn06a_20171228_000000.wav	14102.397	nn06a_20171228_000000.wav	nn06a	3	28-Dec-17	28-Dec-17				
2171	Spectrogram 1	1	7525757.828	7525760.525	26.8	36.1	L:\ELP\Projects\Nouabale\nn_sounds\nn_201710_oct\nn06a_201710_oct\nn06a_20171228_000000.wav	14116.99	nn06a_20171228_000000.wav	nn06a	3	28-Dec-17	28-Dec-17				
2172	Spectrogram 1	1	7525875.286	7525878.02	29.3	41.7	L:\ELP\Projects\Nouabale\nn_sounds\nn_201710_oct\nn06a_201710_oct\nn06a_20171228_000000.wav	14234.448	nn06a_20171228_000000.wav	nn06a	3	28-Dec-17	28-Dec-17				
2173	Spectrogram 1	1	7525989.493	7525994.444	27.4	41.7	L:\ELP\Projects\Nouabale\nn_sounds\nn_201710_oct\nn06a_201710_oct\nn06a_20171228_000000.wav	14348.655	nn06a_20171228_000000.wav	nn06a	3	28-Dec-17	28-Dec-17				
2174	Spectrogram 1	1	7526088.294	7526090.03	26.8	34.2	L:\ELP\Projects\Nouabale\nn_sounds\nn_201710_oct\nn06a_201710_oct\nn06a_20171228_000000.wav	14447.456	nn06a_20171228_000000.wav	nn06a	4	28-Dec-17	28-Dec-17				
2175	Spectrogram 1	1	7526171	7526173.069	29.3	34.2	L:\ELP\Projects\Nouabale\nn_sounds\nn_201710_oct\nn06a_201710_oct\nn06a_20171228_000000.wav	14530.162	nn06a_20171228_000000.wav	nn06a	4	28-Dec-17	28-Dec-17				
2176	Spectrogram 1	1	7526313.641	7526316.153	24.9	49.2	L:\ELP\Projects\Nouabale\nn_sounds\nn_201710_oct\nn06a_201710_oct\nn06a_20171228_000000.wav	14672.803	nn06a_20171228_000000.wav	nn06a	4	28-Dec-17	28-Dec-17				
2177	Spectrogram 1	1	7526868.604	7526871.67	29.3	42.9	L:\ELP\Projects\Nouabale\nn_sounds\nn_201710_oct\nn06a_201710_oct\nn06a_20171228_000000.wav	15227.766	nn06a_20171228_000000.wav	nn06a	4	28-Dec-17	28-Dec-17				
2178	Spectrogram 1	1	7527694.439	7527698.207	33.6	195.4	L:\ELP\Projects\Nouabale\nn_sounds\nn_201710_oct\nn06a_201710_oct\nn06a_20171228_000000.wav	16053.601	nn06a_20171228_000000.wav	nn06a	4	28-Dec-17	28-Dec-17			might be gprilla	
2179	Spectrogram 1	1	7527741.678	7527744.892	33	239	L:\ELP\Projects\Nouabale\nn_sounds\nn_201710_oct\nn06a_201710_oct\nn06a_20171228_000000.wav	16100.84	nn06a_20171228_000000.wav	nn06a	4	28-Dec-17	28-Dec-17			might be gorilla	
2180	Spectrogram 1	1	7530246.515	7530250.764	29.3	159.3	L:\ELP\Projects\Nouabale\nn_sounds\nn_201710_oct\nn06a_201710_oct\nn06a_20171228_000000.wav	18605.677	nn06a_20171228_000000.wav	nn06a	5	28-Dec-17	28-Dec-17				
2181	Spectrogram 1	1	7530252.279	7530253.794	36.7	56.6	L:\ELP\Projects\Nouabale\nn_sounds\nn_201710_oct\nn06a_201710_oct\nn06a_20171228_000000.wav	18611.441	nn06a_20171228_000000.wav	nn06a	5	28-Dec-17	28-Dec-17				
2182	Spectrogram 1	1	7530258.042	7530261.034	28	55.4	L:\ELP\Projects\Nouabale\nn_sounds\nn_201710_oct\nn06a_201710_oct\nn06a_20171228_000000.wav	18617.204	nn06a_20171228_000000.wav	nn06a	5	28-Dec-17	28-Dec-17				
2183	Spectrogram 1	1	7530673.971	7530676.963	37.3	52.9	L:\ELP\Projects\Nouabale\nn_sounds\nn_201710_oct\nn06a_201710_oct\nn06a_20171228_000000.wav	19033.133	nn06a_20171228_000000.wav	nn06a	5	28-Dec-17	28-Dec-17				
2184	Spectrogram 1	1	7542176.377	7542179.111	37.3	57.9	L:\ELP\Projects\Nouabale\nn_sounds\nn_201710_oct\nn06a_201710_oct\nn06a_20171228_000000.wav	30535.539	nn06a_20171228_000000.wav	nn06a	8	28-Dec-17	28-Dec-17				
2185	Spectrogram 1	1	7559410.727	7559413.239	41.2	55.1	L:\ELP\Projects\Nouabale\nn_sounds\nn_201710_oct\nn06a_201710_oct\nn06a_20171228_000000.wav	47769.889	nn06a_20171228_000000.wav	nn06a	13	28-Dec-17	28-Dec-17				
2186	Spectrogram 1	1	7575782.407	7575788.466	23	41.2	L:\ELP\Projects\Nouabale\nn_sounds\nn_201710_oct\nn06a_201710_oct\nn06a_20171228_000000.wav	64141.569	nn06a_20171228_000000.wav	nn06a	17	28-Dec-17	28-Dec-17				
2187	Spectrogram 1	1	7576222.461	7576228.889	23	42.6	L:\ELP\Projects\Nouabale\nn_sounds\nn_201710_oct\nn06a_201710_oct\nn06a_20171228_000000.wav	64581.623	nn06a_20171228_000000.wav	nn06a	17	28-Dec-17	28-Dec-17				
2188	Spectrogram 1	1	7577478.116	7577483.621	24.4	57.9	L:\ELP\Projects\Nouabale\nn_sounds\nn_201710_oct\nn06a_201710_oct\nn06a_20171228_000000.wav	65837.278	nn06a_20171228_000000.wav	nn06a	18	28-Dec-17	28-Dec-17				
2189	Spectrogram 1	1	7577488.535	7577493.116	25.8	46	L:\ELP\Projects\Nouabale\nn_sounds\nn_201710_oct\nn06a_201710_oct\nn06a_20171228_000000.wav	65847.697	nn06a_20171228_000000.wav	nn06a	18	28-Dec-17	28-Dec-17				
2190	Spectrogram 1	1	7577856.744	7577860.845	27.9	62.1	L:\ELP\Projects\Nouabale\nn_sounds\nn_201710_oct\nn06a_201710_oct\nn06a_20171228_000000.wav	66215.906	nn06a_20171228_000000.wav	nn06a	18	28-Dec-17	28-Dec-17				
2191	Spectrogram 1	1	7577863.986	7577867.385	30	50.2	L:\ELP\Projects\Nouabale\nn_sounds\nn_201710_oct\nn06a_201710_oct\nn06a_20171228_000000.wav	66223.148	nn06a_20171228_000000.wav	nn06a	18	28-Dec-17	28-Dec-17				
2192	Spectrogram 1	1	7577871.486	7577876.289	26.5	42.6	L:\ELP\Projects\Nouabale\nn_sounds\nn_201710_oct\nn06a_201710_oct\nn06a_20171228_000000.wav	66230.648	nn06a_20171228_000000.wav	nn06a	18	28-Dec-17	28-Dec-17				
2193	Spectrogram 1	1	7577884.712	7577890.882	31.4	44.7	L:\ELP\Projects\Nouabale\nn_sounds\nn_201710_oct\nn06a_201710_oct\nn06a_20171228_000000.wav	66243.874	nn06a_20171228_000000.wav	nn06a	18	28-Dec-17	28-Dec-17				
2194	Spectrogram 1	1	7578444.944	7578449.303	36.3	50.9	L:\ELP\Projects\Nouabale\nn_sounds\nn_201710_oct\nn06a_201710_oct\nn06a_20171228_000000.wav	66804.106	nn06a_20171228_000000.wav	nn06a	18	28-Dec-17	28-Dec-17				
2195	Spectrogram 1	1	2641863.635	2641866.02	26.576	44.136	L:\ELP\Projects\Nouabale\nn_sounds\nn_201801_jan\nn06a_201801_jan\nn06a_20180319_000000.wav	51641.385	nn06a_20180319_000000.wav	nn06a	14	19-Mar-18	19-Mar-18		m		yg
2196	Spectrogram 1	1	2656647.598	2656651.138	24.203	67.39	L:\ELP\Projects\Nouabale\nn_sounds\nn_201801_jan\nn06a_201801_jan\nn06a_20180319_000000.wav	66425.3478	nn06a_20180319_000000.wav	nn06a	18	19-Mar-18	19-Mar-18		m		yg
2197	Spectrogram 1	1	2656656.914	2656660.156	22.305	60.175	L:\ELP\Projects\Nouabale\nn_sounds\nn_201801_jan\nn06a_201801_jan\nn06a_20180319_000000.wav	66434.6645	nn06a_20180319_000000.wav	nn06a	18	19-Mar-18	19-Mar-18				yg
2198	Spectrogram 1	1	2656664.834	2656667.778	21.356	43.186	L:\ELP\Projects\Nouabale\nn_sounds\nn_201801_jan\nn06a_201801_jan\nn06a_20180319_000000.wav	66442.5838	nn06a_20180319_000000.wav	nn06a	18	19-Mar-18	19-Mar-18		m	faint	yg
2199	Spectrogram 1	1	2656676.405	2656678.566	15.661	51.729	L:\ELP\Projects\Nouabale\nn_sounds\nn_201801_jan\nn06a_201801_jan\nn06a_20180319_000000.wav	66454.1552	nn06a_20180319_000000.wav	nn06a	18	19-Mar-18	19-Mar-18		m	faint but can see the harm	yg
2200	Spectrogram 1	1	2658425.2	2658429.225	21.356	65.966	L:\ELP\Projects\Nouabale\nn_sounds\nn_201801_jan\nn06a_201801_jan\nn06a_20180319_000000.wav	68202.9502	nn06a_20180319_000000.wav	nn06a	18	19-Mar-18	19-Mar-18		m		yg
2201	Spectrogram 1	1	2658441.747	2658444.84	22.305	64.068	L:\ELP\Projects\Nouabale\nn_sounds\nn_201801_jan\nn06a_201801_jan\nn06a_20180319_000000.wav	68219.4968	nn06a_20180319_000000.wav	nn06a	18	19-Mar-18	19-Mar-18		m		yg
2202	Spectrogram 1	1	2660366.442	2660369.833	25.153	65.017	L:\ELP\Projects\Nouabale\nn_sounds\nn_201801_jan\nn06a_201801_jan\nn06a_20180319_000000.wav	70144.1924	nn06a_20180319_000000.wav	nn06a	19	19-Mar-18	19-Mar-18		m		yg
2203	Spectrogram 1	1	2660373.15	2660375.722	26.576	63.593	L:\ELP\Projects\Nouabale\nn_sounds\nn_201801_jan\nn06a_201801_jan\nn06a_20180319_000000.wav	70150.9005	nn06a_20180319_000000.wav	nn06a	19	19-Mar-18	19-Mar-18		m		yg
2204	Spectrogram 1	1	2660383.175	2660384.554	25.153	57.898	L:\ELP\Projects\Nouabale\nn_sounds\nn_201801_jan\nn06a_201801_jan\nn06a_20180319_000000.wav	70160.9254	nn06a_20180319_000000.wav	nn06a	19	19-Mar-18	19-Mar-18		m		yg
2205	Spectrogram 1	1	2660705.573	2660708.107	21.356	61.695	L:\ELP\Projects\Nouabale\nn_sounds\nn_201801_jan\nn06a_201801_jan\nn06a_20180319_000000.wav	70483.3229	nn06a_20180319_000000.wav	nn06a	19	19-Mar-18	19-Mar-18		m		yg
2206	Spectrogram 1	1	2660737.175	2660738.889	22.78	61.695	L:\ELP\Projects\Nouabale\nn_sounds\nn_201801_jan\nn06a_201801_jan\nn06a_20180319_000000.wav	70514.9254	nn06a_20180319_000000.wav	nn06a	19	19-Mar-18	19-Mar-18		m		yg
2207	Spectrogram 1	1	2660741.591	2660744.163	21.831	65.492	L:\ELP\Projects\Nouabale\nn_sounds\nn_201801_jan\nn06a_201801_jan\nn06a_20180319_000000.wav	70519.3415	nn06a_20180319_000000.wav	nn06a	19	19-Mar-18	19-Mar-18		m		yg
2208	Spectrogram 1	1	2660747.684	2660750.181	28.475	59.797	L:\ELP\Projects\Nouabale\nn_sounds\nn_201801_jan\nn06a_201801_jan\nn06a_20180319_000000.wav	70525.4348	nn06a_20180319_000000.wav	nn06a	19	19-Mar-18	19-Mar-18		m		yg
