Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Path	File Offset (s)	Begin File	Site	hour	fileDate	date(raven)	Tag 1	Tag 2	notes	Analyst
2499	Spectrogram 1	1	7666439.784	7666444.144	25.6	37.9	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06a_201804_apr\nn06a_20180716_000000.wav	68457.317	nn06a_20180716_000000.wav	nn06a	19	16-Jul-18	16-Jul-18				sag
2500	Spectrogram 1	1	7666492.293	7666497.25	35.6	60.1	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06a_201804_apr\nn06a_20180716_000000.wav	68509.826	nn06a_20180716_000000.wav	nn06a	19	16-Jul-18	16-Jul-18				sag
2501	Spectrogram 1	1	7666501.759	7666506.753	27.8	41.2	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06a_201804_apr\nn06a_20180716_000000.wav	68519.292	nn06a_20180716_000000.wav	nn06a	19	16-Jul-18	16-Jul-18				sag
2502	Spectrogram 1	1	7666528.792	7666531.065	32.162	45.405	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06a_201804_apr\nn06a_20180716_000000.wav	68546.3247	nn06a_20180716_000000.wav	nn06a	19	16-Jul-18	16-Jul-18			marginal	edr
2503	Spectrogram 1	1	7666542.841	7666545.078	25.856	35.315	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06a_201804_apr\nn06a_20180716_000000.wav	68560.3745	nn06a_20180716_000000.wav	nn06a	19	16-Jul-18	16-Jul-18			marginal	edr
2504	Spectrogram 1	1	7666598.057	7666602.79	23.4	37.9	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06a_201804_apr\nn06a_20180716_000000.wav	68615.59	nn06a_20180716_000000.wav	nn06a	19	16-Jul-18	16-Jul-18				sag
2505	Spectrogram 1	1	7666608.921	7666613.523	30.901	51.2	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06a_201804_apr\nn06a_20180716_000000.wav	68626.4538	nn06a_20180716_000000.wav	nn06a	19	16-Jul-18	16-Jul-18				sag
2506	Spectrogram 1	1	7666844.132	7666846.778	26.7	36.7	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06a_201804_apr\nn06a_20180716_000000.wav	68861.665	nn06a_20180716_000000.wav	nn06a	19	16-Jul-18	16-Jul-18				sag
2507	Spectrogram 1	1	7671968.131	7671970.628	16.7	29	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06a_201804_apr\nn06a_20180716_000000.wav	73985.664	nn06a_20180716_000000.wav	nn06a	20	16-Jul-18	16-Jul-18				sag
2508	Spectrogram 1	1	7680319.461	7680321.287	24.5	36.7	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06a_201804_apr\nn06a_20180716_000000.wav	82336.994	nn06a_20180716_000000.wav	nn06a	22	16-Jul-18	16-Jul-18				sag
2509	Spectrogram 1	1	7684265.512	7684269.35	24.5	41.2	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06a_201804_apr\nn06a_20180716_000000.wav	86283.045	nn06a_20180716_000000.wav	nn06a	23	16-Jul-18	16-Jul-18				sag
2510	Spectrogram 1	1	7699189.835	7699192.68	27.8	44.4	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06a_201804_apr\nn06a_20180721_000000.wav	14865.739	nn06a_20180721_000000.wav	nn06a	4	21-Jul-18	21-Jul-18				sag
2511	Spectrogram 1	1	7699437.416	7699438.864	28.9	44.144	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06a_201804_apr\nn06a_20180721_000000.wav	15113.32	nn06a_20180721_000000.wav	nn06a	4	21-Jul-18	21-Jul-18				sag
2512	Spectrogram 1	1	7699481.781	7699484.183	33.3	45.6	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06a_201804_apr\nn06a_20180721_000000.wav	15157.685	nn06a_20180721_000000.wav	nn06a	4	21-Jul-18	21-Jul-18				sag
2513	Spectrogram 1	1	7699489.502	7699491.83	30	44.4	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06a_201804_apr\nn06a_20180721_000000.wav	15165.406	nn06a_20180721_000000.wav	nn06a	4	21-Jul-18	21-Jul-18				sag
2514	Spectrogram 1	1	7699495.414	7699496.633	28.9	44.4	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06a_201804_apr\nn06a_20180721_000000.wav	15171.318	nn06a_20180721_000000.wav	nn06a	4	21-Jul-18	21-Jul-18				sag
2515	Spectrogram 1	1	7699498.111	7699499.589	28.9	44.4	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06a_201804_apr\nn06a_20180721_000000.wav	15174.015	nn06a_20180721_000000.wav	nn06a	4	21-Jul-18	21-Jul-18				sag
2516	Spectrogram 1	1	7699503.416	7699505.448	28.9	43.3	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06a_201804_apr\nn06a_20180721_000000.wav	15179.32	nn06a_20180721_000000.wav	nn06a	4	21-Jul-18	21-Jul-18				sag
2517	Spectrogram 1	1	7699512.579	7699514.168	25.6	44.4	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06a_201804_apr\nn06a_20180721_000000.wav	15188.483	nn06a_20180721_000000.wav	nn06a	4	21-Jul-18	21-Jul-18				sag
2518	Spectrogram 1	1	7699570.975	7699573.487	28.9	43.3	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06a_201804_apr\nn06a_20180721_000000.wav	15246.879	nn06a_20180721_000000.wav	nn06a	4	21-Jul-18	21-Jul-18				sag
2519	Spectrogram 1	1	7699575.926	7699577.256	30	40	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06a_201804_apr\nn06a_20180721_000000.wav	15251.83	nn06a_20180721_000000.wav	nn06a	4	21-Jul-18	21-Jul-18				sag
2520	Spectrogram 1	1	7699581.32	7699584.387	27.8	38.9	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06a_201804_apr\nn06a_20180721_000000.wav	15257.224	nn06a_20180721_000000.wav	nn06a	4	21-Jul-18	21-Jul-18				sag
2521	Spectrogram 1	1	7699617.401	7699621.908	30	43.3	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06a_201804_apr\nn06a_20180721_000000.wav	15293.305	nn06a_20180721_000000.wav	nn06a	4	21-Jul-18	21-Jul-18				sag
2522	Spectrogram 1	1	7699947.46	7699951.635	22.2	44.4	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06a_201804_apr\nn06a_20180721_000000.wav	15623.364	nn06a_20180721_000000.wav	nn06a	4	21-Jul-18	21-Jul-18				sag
2523	Spectrogram 1	1	7699955.219	7699958.027	26.7	44.4	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06a_201804_apr\nn06a_20180721_000000.wav	15631.123	nn06a_20180721_000000.wav	nn06a	4	21-Jul-18	21-Jul-18				sag
2524	Spectrogram 1	1	7699961.722	7699964.161	25.6	42.2	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06a_201804_apr\nn06a_20180721_000000.wav	15637.626	nn06a_20180721_000000.wav	nn06a	4	21-Jul-18	21-Jul-18				sag
2525	Spectrogram 1	1	7699971.069	7699972.953	24.4	44.4	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06a_201804_apr\nn06a_20180721_000000.wav	15646.973	nn06a_20180721_000000.wav	nn06a	4	21-Jul-18	21-Jul-18				sag
2526	Spectrogram 1	1	7700092.761	7700097.121	26.7	50	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06a_201804_apr\nn06a_20180721_000000.wav	15768.665	nn06a_20180721_000000.wav	nn06a	4	21-Jul-18	21-Jul-18				sag
2527	Spectrogram 1	1	7700102.995	7700104.658	24.4	40	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06a_201804_apr\nn06a_20180721_000000.wav	15778.899	nn06a_20180721_000000.wav	nn06a	4	21-Jul-18	21-Jul-18				sag
2528	Spectrogram 1	1	7700108.057	7700111.678	26.7	44.4	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06a_201804_apr\nn06a_20180721_000000.wav	15783.961	nn06a_20180721_000000.wav	nn06a	4	21-Jul-18	21-Jul-18				sag
2529	Spectrogram 1	1	7700114.781	7700117.848	25.6	41.1	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06a_201804_apr\nn06a_20180721_000000.wav	15790.685	nn06a_20180721_000000.wav	nn06a	4	21-Jul-18	21-Jul-18				sag
2530	Spectrogram 1	1	7700130.076	7700134.029	24.4	43.3	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06a_201804_apr\nn06a_20180721_000000.wav	15805.98	nn06a_20180721_000000.wav	nn06a	4	21-Jul-18	21-Jul-18				sag
2531	Spectrogram 1	1	7700146.628	7700149.325	26.7	42.2	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06a_201804_apr\nn06a_20180721_000000.wav	15822.532	nn06a_20180721_000000.wav	nn06a	4	21-Jul-18	21-Jul-18				sag
2532	Spectrogram 1	1	7700152.894	7700156.035	24.4	44.4	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06a_201804_apr\nn06a_20180721_000000.wav	15828.798	nn06a_20180721_000000.wav	nn06a	4	21-Jul-18	21-Jul-18				sag
2533	Spectrogram 1	1	7701010.33	7701013.288	33.3	46.036	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06a_201804_apr\nn06a_20180721_000000.wav	16686.2334	nn06a_20180721_000000.wav	nn06a	4	21-Jul-18	21-Jul-18				sag
2534	Spectrogram 1	1	7701016.34	7701018.742	30	45.6	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06a_201804_apr\nn06a_20180721_000000.wav	16692.244	nn06a_20180721_000000.wav	nn06a	4	21-Jul-18	21-Jul-18				sag
2535	Spectrogram 1	1	7701131.84	7701133.724	27.8	45.6	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06a_201804_apr\nn06a_20180721_000000.wav	16807.744	nn06a_20180721_000000.wav	nn06a	4	21-Jul-18	21-Jul-18				sag
2536	Spectrogram 1	1	7701136.089	7701137.678	30	45.6	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06a_201804_apr\nn06a_20180721_000000.wav	16811.993	nn06a_20180721_000000.wav	nn06a	4	21-Jul-18	21-Jul-18				sag
2537	Spectrogram 1	1	7701140.596	7701142.998	28.9	44.4	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06a_201804_apr\nn06a_20180721_000000.wav	16816.5	nn06a_20180721_000000.wav	nn06a	4	21-Jul-18	21-Jul-18				sag
2538	Spectrogram 1	1	7721237.13	7721240.972	23.3	35.6	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06a_201804_apr\nn06a_20180721_000000.wav	36913.034	nn06a_20180721_000000.wav	nn06a	10	21-Jul-18	21-Jul-18				sag
2539	Spectrogram 1	1	7725653.973	7725659.774	20	33.3	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06a_201804_apr\nn06a_20180721_000000.wav	41329.877	nn06a_20180721_000000.wav	nn06a	11	21-Jul-18	21-Jul-18				sag
2540	Spectrogram 1	1	7725656.374	7725660.438	30	45.6	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06a_201804_apr\nn06a_20180721_000000.wav	41332.278	nn06a_20180721_000000.wav	nn06a	11	21-Jul-18	21-Jul-18				sag
2541	Spectrogram 1	1	7725669.712	7725674.441	25.6	43.3	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06a_201804_apr\nn06a_20180721_000000.wav	41345.616	nn06a_20180721_000000.wav	nn06a	11	21-Jul-18	21-Jul-18			marginal	sag
2542	Spectrogram 1	1	7725690.217	7725692.175	20	34.4	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06a_201804_apr\nn06a_20180721_000000.wav	41366.121	nn06a_20180721_000000.wav	nn06a	11	21-Jul-18	21-Jul-18				sag
2543	Spectrogram 1	1	7725793.82	7725795.852	20	33.3	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06a_201804_apr\nn06a_20180721_000000.wav	41469.724	nn06a_20180721_000000.wav	nn06a	11	21-Jul-18	21-Jul-18				sag
2544	Spectrogram 1	1	7726629.667	7726631.145	21.1	36.7	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06a_201804_apr\nn06a_20180721_000000.wav	42305.571	nn06a_20180721_000000.wav	nn06a	11	21-Jul-18	21-Jul-18				sag
2545	Spectrogram 1	1	7748061.941	7748063.493	21.1	31.1	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06a_201804_apr\nn06a_20180721_000000.wav	63737.845	nn06a_20180721_000000.wav	nn06a	17	21-Jul-18	21-Jul-18				sag
2546	Spectrogram 1	1	7748542.14	7748545.872	24.4	36.7	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06a_201804_apr\nn06a_20180721_000000.wav	64218.044	nn06a_20180721_000000.wav	nn06a	17	21-Jul-18	21-Jul-18				sag
2547	Spectrogram 1	1	7748642.788	7748647.702	22.2	33.3	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06a_201804_apr\nn06a_20180721_000000.wav	64318.692	nn06a_20180721_000000.wav	nn06a	17	21-Jul-18	21-Jul-18				sag
2548	Spectrogram 1	1	7750336.665	7750339.879	21.1	35.6	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06a_201804_apr\nn06a_20180721_000000.wav	66012.569	nn06a_20180721_000000.wav	nn06a	18	21-Jul-18	21-Jul-18				sag
2549	Spectrogram 1	1	7751137.761	7751142.195	23.3	35.6	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06a_201804_apr\nn06a_20180721_000000.wav	66813.665	nn06a_20180721_000000.wav	nn06a	18	21-Jul-18	21-Jul-18			marginal	sag
2550	Spectrogram 1	1	7769824.606	7769827.229	24.4	52.2	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06a_201804_apr\nn06a_20180721_000000.wav	85500.51	nn06a_20180721_000000.wav	nn06a	23	21-Jul-18	21-Jul-18				sag
2551	Spectrogram 1	1	7769918.345	7769923.702	23.3	43.3	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06a_201804_apr\nn06a_20180721_000000.wav	85594.249	nn06a_20180721_000000.wav	nn06a	23	21-Jul-18	21-Jul-18				sag
2623	Spectrogram 1	1	3263129.778	3263133.803	23.3	61.2	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06a_201804_apr\nn06a_20181009_000000.wav	68516.1241	nn06a_20181009_000000.wav	nn06a	19	9-Oct-18	9-Oct-18				yg
2624	Spectrogram 1	1	3263137.79	3263140.063	27.7	48.6	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06a_201804_apr\nn06a_20181009_000000.wav	68524.1365	nn06a_20181009_000000.wav	nn06a	19	9-Oct-18	9-Oct-18			faint	yg
2625	Spectrogram 1	1	3263356.623	3263361.281	29.6	138.7	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06a_201804_apr\nn06a_20181009_000000.wav	68742.9689	nn06a_20181009_000000.wav	nn06a	19	9-Oct-18	9-Oct-18		m		yg
2626	Spectrogram 1	1	3263389.753	3263393.07	22.7	44.1	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06a_201804_apr\nn06a_20181009_000000.wav	68776.0992	nn06a_20181009_000000.wav	nn06a	19	9-Oct-18	9-Oct-18				yg
2627	Spectrogram 1	1	3263393.517	3263397.057	26.5	47.3	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06a_201804_apr\nn06a_20181009_000000.wav	68779.8632	nn06a_20181009_000000.wav	nn06a	19	9-Oct-18	9-Oct-18				yg
2628	Spectrogram 1	1	3263589.467	3263595.02	17.7	46.7	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06a_201804_apr\nn06a_20181009_000000.wav	68975.8136	nn06a_20181009_000000.wav	nn06a	19	9-Oct-18	9-Oct-18				yg
2629	Spectrogram 1	1	3263616.859	3263618.61	22.7	46	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06a_201804_apr\nn06a_20181009_000000.wav	69003.2049	nn06a_20181009_000000.wav	nn06a	19	9-Oct-18	9-Oct-18				yg
2630	Spectrogram 1	1	3263643.057	3263648.275	22.1	50.5	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06a_201804_apr\nn06a_20181009_000000.wav	69029.4037	nn06a_20181009_000000.wav	nn06a	19	9-Oct-18	9-Oct-18				yg
2631	Spectrogram 1	1	3264066.337	3264070.101	18.9	40.4	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06a_201804_apr\nn06a_20181009_000000.wav	69452.6833	nn06a_20181009_000000.wav	nn06a	19	9-Oct-18	9-Oct-18				yg
2632	Spectrogram 1	1	3264533.07	3264537.281	20.2	43.5	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06a_201804_apr\nn06a_20181009_000000.wav	69919.4161	nn06a_20181009_000000.wav	nn06a	19	9-Oct-18	9-Oct-18				yg
2633	Spectrogram 1	1	3264622.883	3264626.2	3.2	42.3	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06a_201804_apr\nn06a_20181009_000000.wav	70009.2297	nn06a_20181009_000000.wav	nn06a	19	9-Oct-18	9-Oct-18				yg
2634	Spectrogram 1	1	3264627.355	3264631.119	12	43.5	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06a_201804_apr\nn06a_20181009_000000.wav	70013.7017	nn06a_20181009_000000.wav	nn06a	19	9-Oct-18	9-Oct-18		m		yg
2635	Spectrogram 1	1	3264632.424	3264636.411	12.6	32.8	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06a_201804_apr\nn06a_20181009_000000.wav	70018.7701	nn06a_20181009_000000.wav	nn06a	19	9-Oct-18	9-Oct-18				yg
2636	Spectrogram 1	1	3264642.56	3264646.958	18.9	34.1	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06a_201804_apr\nn06a_20181009_000000.wav	70028.9067	nn06a_20181009_000000.wav	nn06a	19	9-Oct-18	9-Oct-18				yg
2637	Spectrogram 1	1	3264803.741	3264808.026	17.7	51.1	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06a_201804_apr\nn06a_20181009_000000.wav	70190.0869	nn06a_20181009_000000.wav	nn06a	19	9-Oct-18	9-Oct-18				yg
2638	Spectrogram 1	1	3264950.61	3264952.585	15.1	40.4	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06a_201804_apr\nn06a_20181009_000000.wav	70336.9565	nn06a_20181009_000000.wav	nn06a	19	9-Oct-18	9-Oct-18				yg
2639	Spectrogram 1	1	3264969.467	3264972.896	13.9	53	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06a_201804_apr\nn06a_20181009_000000.wav	70355.8136	nn06a_20181009_000000.wav	nn06a	19	9-Oct-18	9-Oct-18		m	faint but can see harmonics	yg
2640	Spectrogram 1	1	3265131.989	3265134.411	13.9	37.2	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06a_201804_apr\nn06a_20181009_000000.wav	70518.3353	nn06a_20181009_000000.wav	nn06a	19	9-Oct-18	9-Oct-18				yg
2641	Spectrogram 1	1	3265469.964	3265474.66	10.1	111.6	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06a_201804_apr\nn06a_20181009_000000.wav	70856.3105	nn06a_20181009_000000.wav	nn06a	19	9-Oct-18	9-Oct-18		m		yg
2642	Spectrogram 1	1	3265474.734	3265479.355	18.3	80.7	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06a_201804_apr\nn06a_20181009_000000.wav	70861.0807	nn06a_20181009_000000.wav	nn06a	19	9-Oct-18	9-Oct-18		m		yg
2643	Spectrogram 1	1	3265502.722	3265507.604	17	84.5	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06a_201804_apr\nn06a_20181009_000000.wav	70889.0682	nn06a_20181009_000000.wav	nn06a	19	9-Oct-18	9-Oct-18		m		yg
2644	Spectrogram 1	1	3265547.107	3265550.2	9.5	88.3	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06a_201804_apr\nn06a_20181009_000000.wav	70933.4534	nn06a_20181009_000000.wav	nn06a	19	9-Oct-18	9-Oct-18		m		yg
2645	Spectrogram 1	1	3265594.548	3265598.61	17	65	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06a_201804_apr\nn06a_20181009_000000.wav	70980.8944	nn06a_20181009_000000.wav	nn06a	19	9-Oct-18	9-Oct-18				yg
2646	Spectrogram 1	1	3265720.883	3265726.026	15.1	124.9	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06a_201804_apr\nn06a_20181009_000000.wav	71107.2297	nn06a_20181009_000000.wav	nn06a	19	9-Oct-18	9-Oct-18		m		yg
2647	Spectrogram 1	1	3265848.635	3265851.542	29	90.8	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06a_201804_apr\nn06a_20181009_000000.wav	71234.9812	nn06a_20181009_000000.wav	nn06a	19	9-Oct-18	9-Oct-18		m		yg
2648	Spectrogram 1	1	3265850.498	3265852.697	15.8	117.3	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06a_201804_apr\nn06a_20181009_000000.wav	71236.8448	nn06a_20181009_000000.wav	nn06a	19	9-Oct-18	9-Oct-18		m		yg
2649	Spectrogram 1	1	3265856.051	3265859.629	17	105.3	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06a_201804_apr\nn06a_20181009_000000.wav	71242.3975	nn06a_20181009_000000.wav	nn06a	19	9-Oct-18	9-Oct-18		m		yg
2650	Spectrogram 1	1	3265980.821	3265984.548	24.6	54.2	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06a_201804_apr\nn06a_20181009_000000.wav	71367.1676	nn06a_20181009_000000.wav	nn06a	19	9-Oct-18	9-Oct-18				yg
2651	Spectrogram 1	1	3266058.821	3266060.983	15.1	44.8	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06a_201804_apr\nn06a_20181009_000000.wav	71445.1677	nn06a_20181009_000000.wav	nn06a	19	9-Oct-18	9-Oct-18			faint	yg
2652	Spectrogram 1	1	3266099.442	3266100.821	20.2	64.3	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06a_201804_apr\nn06a_20181009_000000.wav	71485.7888	nn06a_20181009_000000.wav	nn06a	19	9-Oct-18	9-Oct-18				yg
2653	Spectrogram 1	1	3266449.38	3266451.393	19.2	35	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06a_201804_apr\nn06a_20181009_000000.wav	71835.7268	nn06a_20181009_000000.wav	nn06a	19	9-Oct-18	9-Oct-18				yg
2654	Spectrogram 1	1	3266483.815	3266488.995	18.3	149.5	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06a_201804_apr\nn06a_20181009_000000.wav	71870.1614	nn06a_20181009_000000.wav	nn06a	19	9-Oct-18	9-Oct-18		m		yg
2655	Spectrogram 1	1	3266491.194	3266492.424	15.1	35.9	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06a_201804_apr\nn06a_20181009_000000.wav	71877.5404	nn06a_20181009_000000.wav	nn06a	19	9-Oct-18	9-Oct-18				yg
2656	Spectrogram 1	1	3266629.827	3266633.07	8.2	41	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06a_201804_apr\nn06a_20181009_000000.wav	72016.1738	nn06a_20181009_000000.wav	nn06a	20	9-Oct-18	9-Oct-18				yg
2657	Spectrogram 1	1	3266676.784	3266680.772	13.2	35.9	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06a_201804_apr\nn06a_20181009_000000.wav	72063.1304	nn06a_20181009_000000.wav	nn06a	20	9-Oct-18	9-Oct-18				yg
2658	Spectrogram 1	1	3266678.647	3266682.97	5	92.1	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06a_201804_apr\nn06a_20181009_000000.wav	72064.9937	nn06a_20181009_000000.wav	nn06a	20	9-Oct-18	9-Oct-18		m		yg
2659	Spectrogram 1	1	3266727.244	3266729.256	15.8	35.3	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06a_201804_apr\nn06a_20181009_000000.wav	72113.59	nn06a_20181009_000000.wav	nn06a	20	9-Oct-18	9-Oct-18				yg
2660	Spectrogram 1	1	3266797.008	3266800.66	9.5	42.3	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06a_201804_apr\nn06a_20181009_000000.wav	72183.354	nn06a_20181009_000000.wav	nn06a	20	9-Oct-18	9-Oct-18				yg
2661	Spectrogram 1	1	3266799.691	3266802.747	18.9	63.1	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06a_201804_apr\nn06a_20181009_000000.wav	72186.0372	nn06a_20181009_000000.wav	nn06a	20	9-Oct-18	9-Oct-18				yg
2662	Spectrogram 1	1	3266804.051	3266808.113	17.7	52.3	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06a_201804_apr\nn06a_20181009_000000.wav	72190.3974	nn06a_20181009_000000.wav	nn06a	20	9-Oct-18	9-Oct-18		m		yg
2663	Spectrogram 1	1	3266886.337	3266891.331	13.2	51.1	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06a_201804_apr\nn06a_20181009_000000.wav	72272.6833	nn06a_20181009_000000.wav	nn06a	20	9-Oct-18	9-Oct-18		m		yg
2664	Spectrogram 1	1	3266895.914	3266899.455	12	96.5	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06a_201804_apr\nn06a_20181009_000000.wav	72282.2608	nn06a_20181009_000000.wav	nn06a	20	9-Oct-18	9-Oct-18		m		yg
2665	Spectrogram 1	1	3266943.318	3266945.293	12.6	35.3	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06a_201804_apr\nn06a_20181009_000000.wav	72329.6645	nn06a_20181009_000000.wav	nn06a	20	9-Oct-18	9-Oct-18				yg
2666	Spectrogram 1	1	3266963.219	3266965.343	20.8	50.5	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06a_201804_apr\nn06a_20181009_000000.wav	72349.5651	nn06a_20181009_000000.wav	nn06a	20	9-Oct-18	9-Oct-18				yg
2667	Spectrogram 1	1	3266981.778	3266983.418	13.9	33.4	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06a_201804_apr\nn06a_20181009_000000.wav	72368.1242	nn06a_20181009_000000.wav	nn06a	20	9-Oct-18	9-Oct-18				yg
2668	Spectrogram 1	1	3267051.616	3267054.523	12	37.2	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06a_201804_apr\nn06a_20181009_000000.wav	72437.9628	nn06a_20181009_000000.wav	nn06a	20	9-Oct-18	9-Oct-18				yg
